data
7
I
X
Y
V
U
T
V*3.5
1.00000 11.00000 8.00000 0.00000 -999.00000 2.00000 0.00000
2.00000 8.00000 30.00000 0.00000 -999.00000 2.00000 0.00000
3.00000 9.00000 48.00000 224.40000 -999.00000 2.00000 785.40000
4.00000 8.00000 69.00000 434.40000 -999.00000 2.00000 1520.40000
5.00000 9.00000 90.00000 412.10000 -999.00000 2.00000 1442.35000
6.00000 10.00000 110.00000 587.20000 -999.00000 2.00000 2055.20000
7.00000 9.00000 129.00000 192.30000 -999.00000 2.00000 673.05000
8.00000 11.00000 150.00000 31.30000 -999.00000 2.00000 109.55000
9.00000 10.00000 170.00000 388.50000 -999.00000 2.00000 1359.75000
10.00000 8.00000 188.00000 174.60000 -999.00000 2.00000 611.10000
11.00000 9.00000 209.00000 187.80000 -999.00000 2.00000 657.30000
12.00000 10.00000 231.00000 82.10000 -999.00000 1.00000 287.35000
13.00000 11.00000 250.00000 81.10000 -999.00000 1.00000 283.85000
14.00000 10.00000 269.00000 124.30000 -999.00000 2.00000 435.05000
15.00000 8.00000 288.00000 188.00000 -999.00000 2.00000 658.00000
16.00000 31.00000 11.00000 28.70000 -999.00000 2.00000 100.45000
17.00000 29.00000 29.00000 78.10000 -999.00000 2.00000 273.35000
18.00000 28.00000 51.00000 292.10000 -999.00000 2.00000 1022.35000
19.00000 31.00000 68.00000 895.20000 -999.00000 2.00000 3133.20000
20.00000 28.00000 88.00000 702.60000 -999.00000 2.00000 2459.10000
21.00000 30.00000 110.00000 490.30000 -999.00000 2.00000 1716.05000
22.00000 28.00000 130.00000 136.10000 -999.00000 2.00000 476.35000
23.00000 28.00000 150.00000 335.00000 -999.00000 2.00000 1172.50000
24.00000 30.00000 171.00000 277.00000 -999.00000 2.00000 969.50000
25.00000 28.00000 190.00000 206.10000 -999.00000 2.00000 721.35000
26.00000 31.00000 209.00000 24.50000 -999.00000 2.00000 85.75000
27.00000 28.00000 229.00000 198.10000 -999.00000 2.00000 693.35000
28.00000 30.00000 250.00000 60.30000 -999.00000 2.00000 211.05000
29.00000 31.00000 269.00000 312.60000 -999.00000 2.00000 1094.10000
30.00000 31.00000 289.00000 240.90000 -999.00000 2.00000 843.15000
31.00000 49.00000 11.00000 653.30000 -999.00000 2.00000 2286.55000
32.00000 49.00000 29.00000 96.40000 -999.00000 2.00000 337.40000
33.00000 51.00000 48.00000 105.00000 -999.00000 2.00000 367.50000
34.00000 49.00000 68.00000 37.80000 -999.00000 2.00000 132.30000
35.00000 50.00000 88.00000 820.80000 -999.00000 2.00000 2872.80000
36.00000 51.00000 109.00000 450.70000 -999.00000 2.00000 1577.45000
37.00000 48.00000 129.00000 190.40000 -999.00000 2.00000 666.40000
38.00000 49.00000 151.00000 773.30000 -999.00000 2.00000 2706.55000
39.00000 51.00000 168.00000 971.90000 -999.00000 2.00000 3401.65000
40.00000 48.00000 190.00000 762.40000 -999.00000 2.00000 2668.40000
41.00000 50.00000 211.00000 968.30000 -999.00000 2.00000 3389.05000
42.00000 49.00000 231.00000 394.70000 -999.00000 2.00000 1381.45000
43.00000 51.00000 250.00000 343.00000 -999.00000 2.00000 1200.50000
44.00000 50.00000 268.00000 863.80000 -999.00000 2.00000 3023.30000
45.00000 51.00000 290.00000 159.60000 -999.00000 1.00000 558.60000
46.00000 71.00000 9.00000 445.80000 -999.00000 2.00000 1560.30000
47.00000 71.00000 29.00000 673.30000 -999.00000 2.00000 2356.55000
48.00000 70.00000 51.00000 252.60000 -999.00000 2.00000 884.10000
49.00000 68.00000 70.00000 537.50000 -999.00000 2.00000 1881.25000
50.00000 69.00000 90.00000 0.00000 -999.00000 2.00000 0.00000
51.00000 68.00000 110.00000 329.10000 -999.00000 2.00000 1151.85000
52.00000 68.00000 128.00000 646.30000 -999.00000 2.00000 2262.05000
53.00000 69.00000 148.00000 616.20000 -999.00000 2.00000 2156.70000
54.00000 69.00000 169.00000 761.30000 -999.00000 2.00000 2664.55000
55.00000 70.00000 191.00000 918.00000 -999.00000 2.00000 3213.00000
56.00000 69.00000 208.00000 97.40000 -999.00000 1.00000 340.90000
57.00000 69.00000 229.00000 0.00000 -999.00000 1.00000 0.00000
58.00000 68.00000 250.00000 0.00000 -999.00000 1.00000 0.00000
59.00000 71.00000 268.00000 0.00000 -999.00000 1.00000 0.00000
60.00000 71.00000 288.00000 2.40000 -999.00000 1.00000 8.40000
61.00000 91.00000 11.00000 368.30000 -999.00000 2.00000 1289.05000
62.00000 91.00000 29.00000 91.60000 -999.00000 2.00000 320.60000
63.00000 90.00000 49.00000 654.70000 -999.00000 2.00000 2291.45000
64.00000 91.00000 68.00000 645.50000 -999.00000 2.00000 2259.25000
65.00000 91.00000 91.00000 907.20000 -999.00000 2.00000 3175.20000
66.00000 91.00000 111.00000 826.30000 -999.00000 2.00000 2892.05000
67.00000 89.00000 130.00000 975.30000 -999.00000 2.00000 3413.55000
68.00000 88.00000 149.00000 551.10000 -999.00000 2.00000 1928.85000
69.00000 89.00000 170.00000 155.50000 -999.00000 1.00000 544.25000
70.00000 89.00000 188.00000 10.70000 -999.00000 1.00000 37.45000
71.00000 90.00000 211.00000 0.00000 -999.00000 1.00000 0.00000
72.00000 90.00000 230.00000 0.00000 -999.00000 1.00000 0.00000
73.00000 88.00000 249.00000 0.00000 -999.00000 1.00000 0.00000
74.00000 88.00000 269.00000 12.10000 -999.00000 1.00000 42.35000
75.00000 88.00000 288.00000 62.20000 -999.00000 1.00000 217.70000
76.00000 109.00000 11.00000 399.60000 -999.00000 2.00000 1398.60000
77.00000 111.00000 31.00000 176.60000 -999.00000 2.00000 618.10000
78.00000 108.00000 49.00000 402.00000 -999.00000 2.00000 1407.00000
79.00000 109.00000 68.00000 260.60000 -999.00000 2.00000 912.10000
80.00000 108.00000 88.00000 192.00000 -999.00000 2.00000 672.00000
81.00000 110.00000 109.00000 237.60000 -999.00000 2.00000 831.60000
82.00000 109.00000 129.00000 702.00000 -999.00000 2.00000 2457.00000
83.00000 110.00000 148.00000 38.50000 -999.00000 2.00000 134.75000
84.00000 111.00000 169.00000 22.10000 -999.00000 1.00000 77.35000
85.00000 111.00000 191.00000 2.70000 -999.00000 1.00000 9.45000
86.00000 110.00000 208.00000 17.90000 -999.00000 1.00000 62.65000
87.00000 109.00000 230.00000 174.20000 -999.00000 2.00000 609.70000
88.00000 109.00000 249.00000 12.90000 -999.00000 2.00000 45.15000
89.00000 109.00000 268.00000 187.80000 -999.00000 2.00000 657.30000
90.00000 111.00000 291.00000 268.80000 -999.00000 2.00000 940.80000
91.00000 130.00000 9.00000 572.50000 -999.00000 2.00000 2003.75000
92.00000 131.00000 31.00000 29.10000 -999.00000 2.00000 101.85000
93.00000 130.00000 48.00000 75.20000 -999.00000 2.00000 263.20000
94.00000 128.00000 70.00000 399.90000 -999.00000 2.00000 1399.65000
95.00000 129.00000 90.00000 243.10000 -999.00000 2.00000 850.85000
96.00000 131.00000 109.00000 0.00000 -999.00000 2.00000 0.00000
97.00000 129.00000 128.00000 244.70000 -999.00000 2.00000 856.45000
98.00000 131.00000 148.00000 185.20000 -999.00000 2.00000 648.20000
99.00000 131.00000 169.00000 26.00000 -999.00000 1.00000 91.00000
100.00000 129.00000 191.00000 0.00000 -999.00000 1.00000 0.00000
101.00000 128.00000 209.00000 100.30000 -999.00000 1.00000 351.05000
102.00000 130.00000 231.00000 530.30000 -999.00000 2.00000 1856.05000
103.00000 131.00000 248.00000 107.40000 -999.00000 2.00000 375.90000
104.00000 128.00000 269.00000 159.30000 -999.00000 2.00000 557.55000
