pygeostat_saved_data
3
x
y
grade
349.00000 15.00000 20.98431
231.00000 399.00000 10.38039
386.00000 430.00000 19.35294
151.00000 386.00000 23.83922
50.00000 272.00000 27.10196
76.00000 291.00000 17.51765
162.00000 92.00000 11.80784
286.00000 88.00000 33.42353
144.00000 435.00000 28.52941
252.00000 277.00000 21.59608
467.00000 170.00000 36.07451
395.00000 477.00000 17.51765
198.00000 50.00000 11.80784
85.00000 276.00000 13.43922
254.00000 146.00000 41.58039
436.00000 173.00000 36.07451
380.00000 457.00000 16.09020
496.00000 393.00000 26.49020
491.00000 442.00000 26.08235
71.00000 204.00000 31.38431
429.00000 490.00000 25.47059
204.00000 412.00000 18.53725
380.00000 485.00000 18.94510
412.00000 324.00000 20.98431
85.00000 124.00000 11.80784
382.00000 345.00000 28.73333
341.00000 206.00000 43.82353
199.00000 491.00000 32.20000
330.00000 93.00000 34.44314
49.00000 480.00000 22.81961
93.00000 445.00000 37.09412
458.00000 478.00000 31.99608
384.00000 418.00000 18.53725
359.00000 38.00000 36.48235
247.00000 16.00000 46.27059
234.00000 181.00000 41.58039
423.00000 289.00000 33.01569
11.00000 386.00000 33.01569
380.00000 107.00000 33.01569
94.00000 429.00000 28.12157
191.00000 231.00000 21.59608
428.00000 420.00000 17.10980
51.00000 458.00000 22.61569
16.00000 444.00000 25.26667
362.00000 53.00000 27.91765
83.00000 491.00000 26.28627
478.00000 385.00000 30.36471
191.00000 178.00000 35.25882
347.00000 449.00000 10.78824
141.00000 324.00000 13.23529
217.00000 336.00000 15.88627
162.00000 199.00000 22.41176
34.00000 158.00000 21.39216
26.00000 19.00000 28.52941
145.00000 453.00000 31.18039
139.00000 256.00000 17.10980
18.00000 18.00000 29.95686
42.00000 369.00000 30.97647
451.00000 487.00000 30.97647
219.00000 29.00000 27.71373
143.00000 365.00000 19.55686
1.00000 418.00000 26.69412
156.00000 487.00000 31.79216
313.00000 222.00000 45.86275
189.00000 328.00000 28.52941
390.00000 106.00000 42.80392
239.00000 141.00000 40.35686
2.00000 59.00000 30.56863
319.00000 301.00000 35.25882
310.00000 320.00000 16.90588
462.00000 323.00000 32.60784
115.00000 286.00000 13.23529
249.00000 121.00000 35.25882
168.00000 473.00000 30.97647
199.00000 374.00000 12.62353
484.00000 61.00000 33.62745
386.00000 93.00000 46.47451
138.00000 192.00000 16.70196
455.00000 293.00000 35.66667
340.00000 209.00000 44.23137
55.00000 335.00000 27.10196
441.00000 137.00000 39.74510
457.00000 46.00000 46.88235
87.00000 104.00000 11.60392
384.00000 324.00000 29.95686
297.00000 307.00000 17.31373
287.00000 111.00000 31.18039
74.00000 111.00000 12.21569
129.00000 288.00000 13.64314
229.00000 42.00000 26.49020
427.00000 492.00000 25.06275
204.00000 222.00000 30.16078
384.00000 351.00000 34.03529
24.00000 132.00000 22.00392
84.00000 26.00000 4.87451
455.00000 240.00000 32.20000
90.00000 239.00000 15.07059
